taxid,parent,taxonomic_rank,scientific_name
393181,393180,species,Loxocorone allax
118072,8287,clade,Coelacanthimorpha
6219,6218,order,Heteronemertea
55129,117887,family,Pristidae
1338369,8287,clade,Dipnotetrapodomorpha
117884,117887,family,Rhinidae
216285,2315720,superfamily,Trochoidea
6893,6854,order,Araneae
216113,216285,family,Skeneidae
40665,117888,family,Narcinidae
7878,1338369,subclass,Dipnomorpha
117880,117879,genus,Rhynchobatus
195315,40665,genus,Narcine
6466,216285,family,Trochidae
6295,2072716,superfamily,Filarioidea
6657,197562,subphylum,Crustacea
1072510,7858,family,Anacanthobatidae
216114,216113,genus,Protolira
117851,117893,order,Myliobatiformes
317663,317662,subfamily,Damoninae
117867,7858,family,Arhynchobatidae
7748,13103,species,Lampetra fluviatilis
41356,6854,order,Solifugae
1172989,216114,species,Protolira thorvaldssoni
119203,7778,infraclass,Selachii
7864,7863,order,Chimaeriformes
6960,197562,subphylum,Hexapoda
117886,55129,genus,Anoxypristis
117839,117851,superfamily,Dasyatoidea
119197,119203,clade,Galeomorphii
1158979,117851,family,Myliobatidae
7786,30480,genus,Torpedo
1158977,117893,no rank,Batoidea incertae sedis
7898,117571,superclass,Actinopterygii
30475,7858,family,Rajidae
63671,216285,family,Turbinidae
7861,7860,genus,Rhinobatos
117853,30475,genus,Amblyraja
119196,119197,superorder,Heterodontoidea
30469,117839,family,Dasyatidae
6905,6893,suborder,Araneomorphae
32523,1338369,clade,Tetrapoda
2800422,117887,family,Glaucostegidae
86362,30469,genus,Himantura
50557,6960,class,Insecta
118512,41356,family,Ammotrechidae
86376,30469,genus,Taeniura
117892,117888,family,Narkidae
3363395,30475,genus,Caliraja
118040,119203,clade,Squalomorphii
6222,6219,family,Lineidae
1955434,6466,subfamily,Fossarininae
117861,30475,genus,Leucoraja
32524,32523,clade,Amniota
1804737,30480,genus,Tetronarce
186623,7898,class,Actinopteri
2172821,6657,superclass,Multicrustacea
335772,63671,genus,Bellastraea
117864,30475,genus,Okamejei
117848,1158977,family,Platyrhinidae
7894,118072,order,Coelacanthiformes
651720,30469,genus,Neotrygon
417955,117864,species,Okamejei acutispina
195290,117886,species,Anoxypristis cuspidata
1072511,1072510,genus,Sinobatis
86377,86376,species,Taeniura lymma
1158981,1158979,subfamily,Rhinopterinae
6658,6657,class,Branchiopoda
41665,186623,subclass,Neopterygii
216116,216113,genus,Dillwynella
86673,117839,family,Urotrygonidae
42863,7861,species,Rhinobatos hynnicephalus
118077,7878,superorder,Ceratodontae
86367,117839,family,Potamotrygonidae
317678,317663,genus,Damon
1930107,30469,genus,Maculabatis
116557,6658,subclass,Phyllopoda
117872,117867,genus,Notoraja
117863,30475,genus,Neoraja
195333,117880,species,Rhynchobatus djiddensis
1352415,30475,genus,Hongeo
3342087,30469,genus,Taeniurops
2484684,30469,genus,Bathytoshia
529782,1955434,genus,Synaptocochlea
117885,117884,genus,Rhina
117858,30475,genus,Dipturus
2620164,216116,no rank,unclassified Dillwynella
1158984,117851,superfamily,Urolophoidea
223888,117861,species,Leucoraja naevus
1158980,1158979,subfamily,Mobulinae
6681,2172821,class,Malacostraca
3025902,117885,species,Rhina ancylostomus
651721,651720,species,Neotrygon kuhlii
117835,30469,genus,Urogymnus
7869,7864,family,Chimaeridae
30495,118040,order,Hexanchiformes
32443,41665,infraclass,Teleostei
1489100,41665,infraclass,Holostei
40667,119196,order,Heterodontiformes
1930091,30469,genus,Telatrygon
6296,6295,family,Onchocercidae
213384,117861,species,Leucoraja circularis
40662,1158984,family,Urolophidae
117870,117867,genus,Bathyraja
117842,1158984,family,Hexatrygonidae
7855,30495,family,Hexanchidae
7921,1489100,order,Amiiformes
74971,6905,clade,Entelegynae
1338366,7898,class,Cladistia
119195,119197,superorder,Galeoidea
504475,118512,genus,Nothopuga
1352416,1352415,species,Hongeo koreana
195288,1072511,species,Sinobatis borneensis
32439,30469,genus,Dasyatis
62964,117892,genus,Narke
7865,7864,family,Callorhinchidae
195316,195315,species,Narcine timlei
195338,117835,species,Urogymnus asperrimus
484893,335772,species,Bellastraea aurea
7788,7786,species,Torpedo marmorata
2823314,118077,order,Ceratodontiformes
55132,118040,superorder,Pristiophoriformes
1172390,2620164,species,Dillwynella sp. SW-2012-1
1489340,32443,clade,Elopocephalai
40663,40662,genus,Urolophus
116556,6658,subclass,Sarsostraca
195307,86362,species,Himantura uarnak
86374,1158981,genus,Rhinoptera
335773,335772,species,Bellastraea kesteveni
2704969,2484684,species,Bathytoshia lata
487154,335772,species,Bellastraea rutidoloma
85512,50557,clade,Dicondylia
432798,117864,species,Okamejei kenojei
94020,74971,clade,RTA clade
8457,32524,clade,Sauropsida
86365,1158980,genus,Mobula
1489341,32443,clade,Osteoglossocephalai
7914,1489100,order,Semionotiformes
86372,86367,genus,Potamotrygon
282414,118040,order,Squaliformes
7895,7894,family,Coelacanthidae
86674,86673,genus,Urobatis
86373,86372,species,Potamotrygon motoro
32561,8457,clade,Sauria
7922,7921,family,Amiidae
117924,282414,family,Centrophoridae
170826,86674,species,Urobatis jamaicensis
417954,117863,species,Neoraja caerulea
7870,7869,genus,Chimaera
30264,85512,order,Zygentoma
170818,117924,genus,Deania
84337,116557,order,Diplostraca
30483,119195,order,Carcharhiniformes
195339,40663,species,Urolophus aurantiacus
7866,7865,genus,Callorhinchus
7496,85512,subclass,Pterygota
7872,7869,genus,Hydrolagus
2599772,1930107,species,Maculabatis gerrardi
648582,529782,species,Synaptocochlea pulchella
7923,7922,genus,Amia
1003743,7872,species,Hydrolagus africanus
2639072,117870,no rank,unclassified Bathyraja
212739,7855,genus,Heptranchias
1489343,1489341,clade,Osteoglossocephala
7790,40667,family,Heterodontidae
30503,119195,order,Orectolobiformes
495868,86365,species,Mobula japanica
30511,282414,family,Squalidae
72041,6681,subclass,Eumalacostraca
1983395,86365,species,Mobula birostris
7924,7923,species,Amia calva
7879,2823314,suborder,Lepidosirenoidei
168096,30503,family,Orectolobidae
62965,62964,species,Narke japonica
117921,282414,family,Etmopteridae
118078,2823314,suborder,Ceratodontoidei
195309,7872,species,Hydrolagus mitsukurii
6665,84337,suborder,Cladocera
6659,116556,order,Anostraca
7826,30483,family,Scyliorhinidae
186625,1489341,no rank,Clupeocephala
85509,30264,family,Nicoletiidae
7915,7914,family,Lepisosteidae
8504,32561,class,Lepidosauria
7916,7915,genus,Lepisosteus
7896,7895,genus,Latimeria
33340,7496,infraclass,Neoptera
1111163,7872,species,Hydrolagus melanophasma
170822,86372,species,Potamotrygon hystrix
572540,7916,species,Lepisosteus platostomus
765187,7870,species,Chimaera fulva
195312,86365,species,Mobula formosana
212740,212739,species,Heptranchias perlo
74972,94020,superfamily,Lycosoidea
7880,7879,family,Lepidosirenidae
7780,30475,genus,Raja
117843,117842,genus,Hexatrygon
117915,282414,family,Oxynotidae
212736,117924,genus,Centrophorus
134992,7864,family,Rhinochimaeridae
117866,30475,genus,Rostroraja
876123,134992,genus,Neoharriotta
186624,1489340,clade,Elopocephala
195299,1930091,species,Telatrygon zugei
32440,186623,subclass,Chondrostei
3363546,3363395,species,Caliraja rhina
195337,1804737,species,Tetronarce tokionis
195326,117858,species,Dipturus kwangtungensis
94986,7855,genus,Hexanchus
8288,1338366,order,Polypteriformes
195332,86374,species,Rhinoptera javanica
182854,117858,species,Dipturus oxyrinchus
2636971,117858,no rank,unclassified Dipturus
30496,119195,order,Lamniformes
651724,3342087,species,Taeniurops meyeni
6281,6296,genus,Onchocerca
117840,1158984,family,Plesiobatidae
496013,2800422,genus,Glaucostegus
6223,6222,genus,Lineus
459530,85509,genus,Atelura
1329799,32561,clade,Archelosauria
86359,1158984,family,Gymnuridae
8292,32523,class,Amphibia
117865,30475,genus,Rajella
58774,116557,order,Notostraca
2632125,504475,no rank,unclassified Nothopuga
117862,30475,genus,Malacoraja
27588,7780,species,Raja montagui
2631611,117872,no rank,unclassified Notoraja
40674,32524,class,Mammalia
648629,1955434,genus,Fossarina
317680,317678,species,Damon diadema
335731,216116,species,Dillwynella vitrea
55139,118040,superorder,Squatiniformes
8509,8504,order,Squamata
7871,7870,species,Chimaera monstrosa
40580,30503,family,Hemiscylliidae
7884,7879,family,Protopteridae
223889,117861,species,Leucoraja fullonica
7796,30511,genus,Squalus
33339,7496,infraclass,Palaeoptera
7829,7826,genus,Scyliorhinus
117849,117848,genus,Platyrhina
8505,8504,order,Sphenodontia
55133,55132,family,Pristiophoridae
117916,282414,family,Somniosidae
134993,134992,genus,Rhinochimaera
32521,186624,clade,Elopomorpha
56195,6223,species,Lineus viridis
195319,117849,species,Platyrhina sinensis
2841271,1329799,subclass,Testudinata
34767,40580,genus,Chiloscyllium
55140,55139,family,Squatinidae
6961,33339,order,Odonata
7933,32521,order,Anguilliformes
7797,7796,species,Squalus acanthias
36176,34767,species,Chiloscyllium plagiosum
118152,7933,family,Synaphobranchidae
8459,2841271,order,Testudines
556143,7933,family,Heterenchelyidae
556237,7933,family,Cyematidae
8460,8459,suborder,Pleurodira
7944,7933,family,Muraenesocidae
556144,556143,genus,Pythonichthys
91592,6659,family,Thamnocephalidae
7885,7884,genus,Protopterus
556236,7933,family,Myrocongridae
134994,134993,species,Rhinochimaera pacifica
117914,282414,family,Dalatiidae
862905,117921,genus,Trigonognathus
31089,1489343,clade,Osteoglossomorpha
189482,118152,subfamily,Ilyophinae
556251,556237,genus,Cyema
391195,7944,genus,Cynoponticus
1489388,186625,cohort,Euteleosteomorpha
44515,8460,family,Pelomedusidae
556238,7933,family,Monognathidae
32525,40674,clade,Theria
118158,7933,family,Derichthyidae
335025,170818,species,Deania calcea
512340,7915,genus,Atractosteus
7918,7916,species,Lepisosteus oculatus
30507,30503,family,Ginglymostomatidae
862906,862905,species,Trigonognathus kabeyai
335062,7796,species,Squalus megalops
7897,7896,species,Latimeria chalumnae
170814,117916,genus,Centroscymnus
41705,1489388,clade,Protacanthopterygii
8492,1329799,clade,Archosauria
34771,7916,species,Lepisosteus osseus
9347,32525,clade,Eutheria
195304,117843,species,Hexatrygon taiwanensis
55141,55140,genus,Squatina
143896,32521,order,Notacanthiformes
417953,2639072,species,Bathyraja sp. 1SPI
106881,7896,species,Latimeria menadoensis
118146,7933,family,Chlopsidae
8006,41705,order,Salmoniformes
7899,32440,order,Acipenseriformes
417950,496013,species,Glaucostegus cemiculus
7805,30483,family,Carcharhinidae
417957,117865,species,Rajella kukujevi
335011,117921,genus,Etmopterus
7830,7829,species,Scyliorhinus canicula
7791,7790,genus,Heterodontus
168097,168096,genus,Orectolobus
164744,7826,genus,Apristurus
118148,118146,genus,Robinsia
55134,55133,genus,Pristiophorus
7816,7805,genus,Scoliodon
9263,32525,clade,Metatheria
74973,74972,family,Lycosidae
6282,6281,species,Onchocerca volvulus
7850,30496,family,Alopiidae
556239,556236,genus,Myroconger
862899,117915,genus,Oxynotus
7889,118078,family,Ceratodontidae
186622,7899,suborder,Acipenseroidei
8007,41705,order,Esociformes
6820,72041,superorder,Peracarida
7818,7805,genus,Galeocerdo
862834,335011,species,Etmopterus fusus
862836,335011,species,Etmopterus pseudosqualiolus
136488,7933,family,Saccopharyngidae
556145,556144,species,Pythonichthys microphthalmus
55135,55134,species,Pristiophorus japonicus
118159,118158,genus,Nessorhamphus
417952,2639072,species,Bathyraja sp. 2SPI
33392,33340,cohort,Endopterygota
8461,8460,family,Chelidae
6682,72041,superorder,Eucarida
586796,34767,species,Chiloscyllium griseum
8008,8007,family,Esocidae
263692,164744,species,Apristurus longicephalus
512342,512340,species,Atractosteus tropicus
504482,2632125,species,Nothopuga sp. 1 LP-2008
1489798,1489388,clade,Stomiati
86360,86359,genus,Gymnura
118167,7933,family,Nemichthyidae
38608,9263,order,Dasyuromorphia
1077316,7933,family,Protanguillidae
139720,118146,genus,Kaupichthys
116561,6665,infraorder,Anomopoda
8462,8461,genus,Phrynops
143897,143896,family,Halosauridae
420462,2636971,species,Dipturus sp. SPI-2007
182422,118146,genus,Chilorhinus
417951,2631611,species,Notoraja sp. bSPI
7800,30507,genus,Ginglymostoma
41666,8292,superorder,Batrachia
436486,8492,clade,Dinosauria
335028,170814,species,Centroscymnus crepidater
8445,8292,order,Gymnophiona
391193,7944,genus,Congresox
41712,31089,order,Osteoglossiformes
765185,134992,genus,Harriotta
391217,7933,family,Colocongridae
7886,7885,species,Protopterus aethiopicus
118155,118152,subfamily,Synaphobranchinae
57976,30496,family,Megachasmidae
335027,212736,species,Centrophorus squamosus
170825,55141,species,Squatina californica
33342,33340,cohort,Paraneoptera
436489,436486,clade,Saurischia
1329961,8509,clade,Bifurcata
311790,9347,superorder,Afrotheria
134574,91592,genus,Branchinella
29979,6820,order,Isopoda
27723,41712,family,Osteoglossidae
8464,8459,suborder,Cryptodira
54906,32521,order,Albuliformes
30950,8007,family,Umbridae
7881,7880,genus,Lepidosiren
118149,118148,species,Robinsia catherinae
862895,117921,genus,Aculeola
862832,335011,species,Etmopterus dianthus
51241,41705,order,Galaxiiformes
119194,7850,subfamily,Alopiinae
420457,117862,species,Malacoraja kreffti
186634,186625,cohort,Otomorpha
7925,32521,order,Elopiformes
7802,30496,family,Odontaspididae
137246,34767,species,Chiloscyllium punctatum
876124,876123,species,Neoharriotta pinnata
118160,118159,species,Nessorhamphus danae
57977,30496,family,Mitsukurinidae
121279,118167,genus,Avocettina
862838,335011,species,Etmopterus sentosus
862901,117916,genus,Scymnodon
496087,7805,genus,Glyphis
94987,94986,species,Hexanchus griseus
57986,57977,genus,Mitsukurina
671160,335011,species,Etmopterus gracilispinis
38611,9263,order,Peramelemorphia
31091,41712,family,Notopteridae
1053780,7816,species,Scoliodon macrorhynchos
1579337,8464,clade,Durocryptodira
1437010,9347,clade,Boreoeutheria
9254,40674,clade,Prototheria
136489,136488,genus,Saccopharynx
495852,335011,species,Etmopterus pusillus
391194,391193,species,Congresox talabonoides
63729,58774,family,Triopsidae
1277737,8445,family,Siphonopidae
54912,7933,family,Ophichthidae
1489485,186634,subcohort,Alepocephali
261508,8509,family,Dibamidae
191812,117916,genus,Somniosus
8274,41712,family,Pantodontidae
7801,7800,species,Ginglymostoma cirratum
9369,311790,family,Tenrecidae
9815,311790,order,Tubulidentata
46660,7933,family,Muraenidae
571825,496087,species,Glyphis glyphis
212738,55134,species,Pristiophorus nudipinnis
117841,117840,genus,Plesiobatis
28734,311790,order,Macroscelidea
118153,118155,genus,Synaphobranchus
38605,9263,order,Didelphimorphia
1579275,8464,superfamily,Trionychia
189502,7944,genus,Oxyconger
862839,335011,species,Etmopterus virens
118175,7933,family,Nettastomatidae
223862,7780,species,Raja brachyura
44490,8461,genus,Chelodina
118154,118153,species,Synaphobranchus kaupii
8454,8445,family,Typhlonectidae
1277736,8445,family,Herpelidae
30380,8445,family,Rhinatrematidae
459531,459530,species,Atelura formicaria
8455,8454,genus,Typhlonectes
31092,41712,family,Mormyridae
8463,8462,species,Phrynops hilarii
862655,335011,species,Etmopterus sheikoi
189481,182422,species,Chilorhinus platyrhynchus
123365,1489388,clade,Neoteleostei
1489345,31089,order,Hiodontiformes
420456,117866,species,Rostroraja alba
91716,31092,genus,Boulengeromyrus
7941,7933,family,Congridae
189485,7941,subfamily,Heterocongrinae
38607,9263,order,Microbiotheria
91726,31092,genus,Ivindomyrus
118176,118175,genus,Nettastoma
87098,7933,family,Serrivomeridae
3355699,86360,species,Gymnura zonurus
123366,123365,clade,Eurypterygia
55115,7933,family,Eurypharyngidae
8009,8008,genus,Esox
391196,391195,species,Cynoponticus ferox
182423,182422,species,Chilorhinus suensonii
143899,143897,genus,Aldrovandia
8560,1329961,infraorder,Gekkota
862652,335011,species,Etmopterus bigelowi
118253,1277736,genus,Herpele
556252,556251,species,Cyema atrum
91724,31092,genus,Hyperopisus
8289,8288,family,Polypteridae
7945,7944,genus,Muraenesox
702755,648629,species,Fossarina rimata
8506,8505,family,Sphenodontidae
862835,335011,species,Etmopterus polli
176113,9369,subfamily,Tenrecinae
7917,512340,species,Atractosteus spatula
44521,44515,genus,Pelomedusa
135218,7941,subfamily,Bathymyrinae
862903,117914,genus,Squaliolus
261509,261508,genus,Dibamus
1489794,1489388,clade,Lepidogalaxii
7946,7945,species,Muraenesox cinereus
1232746,556144,species,Pythonichthys asodes
556249,556238,genus,Monognathus
391181,189482,genus,Ilyophis
436491,436489,clade,Theropoda
8010,8009,species,Esox lucius
182221,54912,subfamily,Myrophinae
48438,1489798,order,Stomiiformes
135217,7941,subfamily,Congrinae
8015,8006,family,Salmonidae
1213687,7791,species,Heterodontus zebra
7900,186622,family,Acipenseridae
189488,189482,genus,Meadia
391207,135217,genus,Macrocephenchelys
139721,139720,species,Kaupichthys hyoproroides
63724,63729,genus,Lepidurus
112144,31091,genus,Chitala
7883,7881,species,Lepidosiren paradoxa
44525,44515,genus,Pelusios
63728,63724,species,Lepidurus lemmoni
1405574,1077316,genus,Protanguilla
113546,31091,genus,Papyrocranus
43480,30380,genus,Epicrionops
9277,38608,family,Dasyuridae
31093,41712,family,Gymnarchidae
191813,191812,species,Somniosus microcephalus
7806,7805,genus,Carcharhinus
27726,27723,genus,Scleropages
391214,118176,species,Nettastoma melanurum
113542,27726,species,Scleropages leichardti
94438,176113,genus,Tenrec
1329930,8560,family,Eublepharidae
311467,112144,species,Chitala lopis
7822,7805,genus,Sphyrna
473368,143897,genus,Halosauropsis
264006,8445,family,Dermophiidae
7041,33392,order,Coleoptera
55142,55141,species,Squatina nebulosa
44522,44521,species,Pelomedusa subrufa
862902,862901,species,Scymnodon ringens
9296,9277,genus,Planigale
8446,8445,family,Caeciliidae
189503,189502,species,Oxyconger leptognathus
556240,556239,species,Myroconger compressus
77708,63724,species,Lepidurus arcticus
582428,168097,species,Orectolobus japonicus
1294634,8492,order,Crocodylia
32541,9277,genus,Dasycercus
136490,136489,species,Saccopharynx lavenbergi
8293,41666,order,Caudata
9348,9347,superorder,Xenarthra
7926,7925,family,Elopidae
113543,27723,genus,Arapaima
44487,1579275,family,Carettochelyidae
75938,30950,genus,Dallia
118169,118167,genus,Nemichthys
91714,91726,species,Ivindomyrus marchei
135219,135218,genus,Ariosoma
9292,9277,genus,Phascogale
54916,54912,subfamily,Ophichthinae
168898,134574,species,Branchinella occidentalis
189506,118159,species,Nessorhamphus ingolfianus
57988,7802,genus,Odontaspis
118250,264006,genus,Dermophis
124129,7900,subfamily,Acipenserinae
443777,118155,genus,Diastobranchus
30500,7802,genus,Carcharias
32519,186634,subcohort,Ostariophysi
9288,9277,genus,Murexia
7890,7889,genus,Neoceratodus
121280,121279,species,Avocettina infans
862900,862899,species,Oxynotus paradoxus
862837,335011,species,Etmopterus schultzi
55780,38608,family,Myrmecobiidae
443778,443777,species,Diastobranchus capensis
1329950,1329961,clade,Unidentata
124131,124129,tribe,Scaphirhychini
8507,8506,genus,Sphenodon
123351,48438,family,Stomiidae
504567,8015,subfamily,Coregoninae
182439,87098,genus,Serrivomer
38606,9263,order,Paucituberculata
118162,7945,species,Muraenesox bagio
6683,6682,order,Decapoda
9342,38611,family,Peramelidae
63727,63724,species,Lepidurus packardi
556250,556249,species,Monognathus jesperseni
6692,6683,suborder,Pleocyemata
168899,134574,species,Branchinella pinnata
264009,1277737,genus,Microcaecilia
182440,182439,species,Serrivomer beanii
454033,335011,species,Etmopterus lucifer
77658,116561,family,Daphniidae
38609,9263,order,Diprotodontia
176110,9369,subfamily,Oryzorictinae
1489802,48438,family,Diplophidae
44494,8461,genus,Chelus
391218,391217,genus,Coloconger
9389,311790,family,Chrysochloridae
267668,135218,genus,Gnathophis
9278,9277,genus,Dasyurus
112145,112144,species,Chitala ornata
1489795,1489794,order,Lepidogalaxiiformes
38610,9263,order,Notoryctemorphia
181846,74973,genus,Hogna
1792267,6692,infraorder,Glypheidea
91720,27723,genus,Heterotis
189486,189485,genus,Gorgasia
32542,32541,species,Dasycercus cristicauda
391219,391218,species,Coloconger cadenati
118254,118253,species,Herpele squalostoma
7851,119194,genus,Alopias
1232743,391207,species,Macrocephenchelys brachialis
264019,1277737,genus,Siphonops
9816,9815,family,Orycteropodidae
2638104,264009,no rank,unclassified Microcaecilia
266055,261509,species,Dibamus novaeguineae
42647,31093,genus,Gymnarchus
7911,186622,family,Polyodontidae
9774,311790,order,Sirenia
123352,123365,superorder,Ateleopodia
189921,118175,genus,Saurenchelys
57984,57976,genus,Megachasma
367368,44525,species,Pelusios castaneus
264008,8446,genus,Oscaecilia
48439,48438,family,Gonostomatidae
28735,28734,family,Macroscelididae
55116,55115,genus,Eurypharynx
118170,118169,species,Nemichthys scolopaceus
9343,9342,genus,Perameles
7524,33342,order,Hemiptera
8561,8560,family,Gekkonidae
37889,38609,family,Pseudocheiridae
32543,9277,genus,Dasyuroides
41711,1489798,order,Osmeriformes
1156472,54916,genus,Leiuranus
1489829,123366,clade,Aulopa
189924,135217,genus,Uroconger
9265,38605,family,Didelphidae
194407,30380,genus,Rhinatrema
1489486,1489485,order,Alepocephaliformes
42651,31091,genus,Notopterus
8508,8507,species,Sphenodon punctatus
42649,31092,genus,Marcusenius
42650,42649,species,Marcusenius senegalensis
30363,8293,suborder,Sirenoidea
182430,118175,genus,Hoplunnis
59295,504567,genus,Stenodus
151030,28735,genus,Rhynchocyon
504569,8015,subfamily,Thymallinae
1329912,1329950,clade,Episquamata
29081,28735,genus,Macroscelides
1329929,8560,family,Sphaerodactylidae
391197,135217,genus,Rhynchoconger
94434,176110,genus,Oryzorictes
862896,862895,species,Aculeola nigra
135220,135219,species,Ariosoma shiroanago
182428,118175,genus,Facciolella
124130,124129,tribe,Acipenserini
2636744,43480,no rank,unclassified Epicrionops
391210,135219,species,Ariosoma kapala
8275,8274,genus,Pantodon
112159,31092,genus,Stomatorhinus
9300,9277,genus,Sminthopsis
1792266,6692,infraorder,Gebiidea
1604599,135217,genus,Congriscus
2626615,9296,no rank,unclassified Planigale
8276,8275,species,Pantodon buchholzi
418664,9288,species,Murexia habbema
288658,1792266,family,Thalassinidae
9810,311790,order,Hyracoidea
933637,261509,species,Dibamus bourreti
391198,391197,species,Rhynchoconger flavus
91725,91724,species,Hyperopisus bebe
660274,8560,family,Phyllodactylidae
177245,1792266,family,Upogebiidae
1156473,1156472,species,Leiuranus semicinctus
948950,9348,order,Pilosa
9293,9292,species,Phascogale tapoatafa
30501,30500,species,Carcharias taurus
27686,8289,genus,Erpetoichthys
9298,9277,genus,Pseudantechinus
8451,8445,family,Ichthyophiidae
30367,8293,superfamily,Salamandroidea
189489,189488,species,Meadia roseni
391203,267668,species,Gnathophis longicauda
1277735,8445,family,Indotyphlidae
391215,118175,genus,Venefica
94439,94438,species,Tenrec ecaudatus
264018,1277735,genus,Praslinia
176112,9369,subfamily,Potamogalinae
34894,2626615,species,Planigale sp.
126287,9265,subfamily,Didelphinae
54907,54906,family,Albulidae
189494,46660,subfamily,Uropterygiinae
30955,41711,family,Plecoglossidae
319817,94434,species,Oryzorictes hova
41116,29979,suborder,Oniscidea
1792265,6692,infraorder,Axiidea
53271,1329929,genus,Sphaerodactylus
177236,1792265,family,Callianassidae
186626,32519,clade,Otophysi
91732,31092,genus,Paramormyrops
320636,151030,species,Rhynchocyon chrysopygus
8314,30367,family,Salamandridae
1579336,1579337,clade,Americhelydia
418663,9288,species,Murexia melanurus
2623089,151030,no rank,unclassified Rhynchocyon
38624,38609,family,Phascolarctidae
177237,177236,genus,Neotrypaea
91730,31092,genus,Mormyrus
314145,1437010,superorder,Laurasiatheria
9255,9254,order,Monotremata
596259,37889,genus,Pseudochirulus
391187,182221,genus,Scolecenchelys
391188,391187,species,Scolecenchelys breviceps
42653,31092,genus,Petrocephalus
717634,2626615,species,Planigale sp. AJ-2010
8486,1579337,superfamily,Testudinoidea
7927,7926,genus,Elops
177246,177245,genus,Upogebia
1579279,8486,family,Platysternidae
135221,135219,species,Ariosoma major
68510,1489829,order,Aulopiformes
30660,38607,family,Microbiotheriidae
189511,54916,genus,Xyrias
121282,54907,subfamily,Albulinae
391208,391207,species,Macrocephenchelys soela
32560,9300,species,Sminthopsis murina
8290,8289,genus,Polypterus
102245,1277736,genus,Boulengerula
1031274,9343,species,Perameles eremiana
391185,54916,genus,Echelus
57985,57984,species,Megachasma pelagios
260981,264006,genus,Schistometopum
189922,189921,species,Saurenchelys fierasfer
189509,54916,genus,Pisodonophis
687780,112159,species,Stomatorhinus cf. ater CU 6164
38625,38624,genus,Phascolarctos
189927,135218,genus,Parabathymyrus
556253,118175,genus,Leptocephalus
8332,30367,family,Plethodontidae
75756,9300,species,Sminthopsis griseoventer
112150,31092,genus,Isichthys
7807,7806,species,Carcharhinus obscurus
91499,126287,genus,Chironectes
118177,118176,species,Nettastoma parviceps
9370,176113,genus,Echinops
60700,9277,genus,Antechinomys
1232745,118169,species,Nemichthys curvirostris
38630,38609,family,Tarsipedidae
118156,54916,genus,Ophisurus
543905,264008,species,Oscaecilia ochrocephala
123367,123366,clade,Ctenosquamata
91717,91716,species,Boulengeromyrus knoepffleri
38619,126287,genus,Lutreolina
9971,314145,order,Pholidota
6738,6692,infraorder,Anomura
190108,182221,genus,Muraenichthys
182222,46660,subfamily,Muraeninae
1298654,1294634,clade,Longirostres
126284,9265,subfamily,Caluromyinae
71028,660274,genus,Phyllodactylus
1331674,8314,subfamily,Pleurodelinae
118251,118250,species,Dermophis mexicanus
90767,9300,species,Sminthopsis virginiae
391182,391181,species,Ilyophis brunneus
